,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,season,PPG
208,173,Jeff Green,PF,36,DEN,39,757,11.0,0.568,0.282,0.34,4.4,10.6,7.6,8.0,1.0,1.3,11.5,17.9,,0.4,0.6,1.0,0.065,,-2.7,-1.1,-3.8,-0.3,greenje02,2223,7.8
209,174,Josh Green,SG,22,DAL,43,1058,12.7,0.666,0.464,0.322,4.3,9.0,6.6,9.6,1.7,0.3,12.6,14.6,,1.8,0.7,2.5,0.112,,-1.3,-0.1,-1.4,0.1,greenjo02,2223,8.8
210,175,AJ Griffin,SF,19,ATL,58,1169,12.6,0.58,0.489,0.073,2.4,8.7,5.5,6.9,1.6,0.5,6.8,17.6,,1.1,0.8,1.8,0.076,,-0.4,-0.3,-0.7,0.4,griffaj01,2223,8.9
211,176,Blake Griffin,C,33,BOS,27,380,12.7,0.612,0.521,0.255,7.0,18.9,13.0,12.1,1.0,1.1,11.8,13.7,,0.6,0.5,1.1,0.139,,-1.4,0.7,-0.8,0.1,griffbl01,2223,4.6
212,177,Quentin Grimes,SG,22,NYK,52,1543,10.2,0.583,0.654,0.171,2.8,9.2,6.0,8.9,1.1,1.3,10.6,13.7,,1.6,1.2,2.8,0.087,,-1.2,0.4,-0.9,0.4,grimequ01,2223,10.1
213,178,Rui Hachimura,PF,24,TOT,44,1072,13.2,0.55,0.271,0.219,3.9,16.3,10.3,6.2,0.7,1.3,8.1,21.2,,0.3,0.9,1.1,0.051,,-1.1,-1.2,-2.4,-0.1,hachiru01,2223,10.2
214,178,Rui Hachimura,PF,24,WAS,30,728,13.7,0.558,0.275,0.179,3.0,15.9,9.8,7.4,0.7,1.4,9.3,23.0,,0.1,0.6,0.7,0.045,,-1.0,-1.4,-2.5,-0.1,hachiru01,2223,10.2
215,178,Rui Hachimura,PF,24,LAL,14,344,12.2,0.529,0.263,0.331,5.7,17.0,11.6,3.6,0.5,1.0,4.9,17.4,,0.2,0.3,0.5,0.065,,-1.4,-0.8,-2.2,0.0,hachiru01,2223,10.2
216,179,Tyrese Haliburton,PG,22,IND,51,1713,23.0,0.614,0.48,0.225,2.1,10.2,6.1,46.9,2.4,1.2,13.4,23.6,,5.4,1.4,6.7,0.189,,6.5,0.4,6.9,3.8,halibty01,2223,20.8
217,180,Jordan Hall,SF,21,SAS,9,83,5.6,0.438,0.536,0.321,3.8,12.5,8.0,17.0,0.6,0.0,18.0,19.4,,-0.1,0.0,-0.1,-0.077,,-4.7,-3.1,-7.8,-0.1,halljo02,2223,3.1
218,181,R.J. Hampton,PG,21,TOT,28,389,11.9,0.554,0.467,0.308,2.6,10.2,6.4,13.0,2.2,1.2,13.9,17.6,,0.1,0.4,0.5,0.064,,-2.1,0.4,-1.7,0.0,hamptrj01,2223,6.0
219,181,R.J. Hampton,PG,21,ORL,26,361,12.7,0.572,0.465,0.325,2.8,9.4,6.1,13.7,2.2,1.1,13.9,18.1,,0.2,0.4,0.6,0.078,,-1.5,0.3,-1.2,0.1,hamptrj01,2223,6.0
220,181,R.J. Hampton,PG,21,DET,2,28,1.7,0.167,0.5,0.0,0.0,20.4,9.9,4.5,3.4,3.1,14.3,10.6,,-0.1,0.0,-0.1,-0.114,,-9.8,2.1,-7.7,0.0,hamptrj01,2223,6.0
221,182,Tim Hardaway Jr.,SG,30,DAL,57,1720,11.4,0.53,0.65,0.195,1.3,13.1,7.1,8.6,1.2,0.4,6.0,21.1,,0.2,1.1,1.3,0.037,,-0.8,-1.6,-2.4,-0.2,hardati02,2223,14.2
222,183,James Harden,PG,33,PHI,44,1614,22.5,0.62,0.502,0.448,1.8,17.8,9.9,44.7,1.7,1.5,16.5,25.3,,4.7,2.1,6.8,0.202,,5.4,0.7,6.1,3.3,hardeja01,2223,21.9
223,184,Jaden Hardy,SG,20,DAL,32,371,12.0,0.557,0.448,0.294,0.6,13.3,6.8,11.2,1.2,0.7,12.4,25.7,,-0.1,0.3,0.1,0.019,,-3.3,-2.1,-5.4,-0.3,hardyja02,2223,6.5
224,185,Ron Harper Jr.,SF,22,TOR,4,14,23.7,0.714,0.571,0.0,7.5,8.7,8.1,0.0,0.0,0.0,0.0,21.3,,0.1,0.0,0.1,0.189,,10.1,-1.3,8.8,0.0,harpero02,2223,2.5
225,186,Montrezl Harrell,C,29,PHI,50,624,17.3,0.636,0.011,0.459,11.4,14.5,13.0,7.6,1.3,3.7,12.2,18.1,,1.2,0.8,2.0,0.157,,-1.1,-0.1,-1.3,0.1,harremo01,2223,5.5
226,187,Gary Harris,SG,28,ORL,33,817,11.0,0.642,0.668,0.135,2.2,7.5,4.9,6.9,1.8,0.6,9.1,12.8,,1.1,0.7,1.7,0.102,,-1.1,0.5,-0.6,0.3,harriga01,2223,8.5
227,188,Joe Harris,SG,31,BRK,54,1251,10.0,0.605,0.715,0.068,1.8,10.1,6.1,8.9,1.1,0.9,8.7,14.3,,1.0,0.8,1.8,0.07,,-1.2,-0.8,-1.9,0.0,harrijo01,2223,7.9
228,189,Kevon Harris,SG,25,ORL,27,336,8.9,0.546,0.364,0.351,7.8,10.1,9.0,4.9,1.9,0.9,15.3,13.5,,0.1,0.3,0.4,0.058,,-3.5,-0.1,-3.6,-0.1,harrike01,2223,3.6
229,190,Tobias Harris,PF,30,PHI,56,1885,14.8,0.593,0.386,0.132,3.3,16.8,10.1,11.5,1.5,1.5,9.0,18.7,,2.1,2.3,4.4,0.111,,0.4,0.0,0.5,1.2,harrito02,2223,14.8
230,191,Josh Hart,SF-SG,27,TOT,57,1862,13.8,0.605,0.318,0.325,6.5,21.3,13.9,16.1,1.6,0.6,15.4,13.0,,2.9,1.6,4.5,0.115,,-0.1,1.0,0.8,1.3,hartjo01,2223,11.0
231,191,Josh Hart,SF,27,POR,51,1704,12.9,0.586,0.309,0.328,6.5,21.8,14.2,15.9,1.6,0.5,16.0,12.7,,2.2,1.4,3.6,0.102,,-0.7,0.7,0.0,0.9,hartjo01,2223,11.0
232,191,Josh Hart,SG,27,NYK,6,158,23.1,0.746,0.388,0.306,6.2,15.7,11.0,18.2,2.2,1.8,11.2,17.0,,0.6,0.2,0.8,0.254,,5.7,3.6,9.4,0.5,hartjo01,2223,11.0
233,192,Isaiah Hartenstein,C,24,NYK,63,1237,14.2,0.563,0.13,0.203,15.4,21.1,18.2,5.9,1.4,3.8,15.2,11.6,,1.7,1.8,3.5,0.135,,-1.5,0.7,-0.9,0.3,harteis01,2223,5.0
234,193,Udonis Haslem,C,42,MIA,6,46,-3.5,0.116,0.167,0.167,9.6,10.5,10.0,0.0,1.1,2.2,0.0,12.3,,-0.2,0.1,-0.1,-0.126,,-12.2,-4.2,-16.5,-0.2,hasleud01,2223,0.5
235,194,Sam Hauser,PF,25,BOS,60,934,12.5,0.63,0.83,0.052,3.2,14.6,9.0,6.4,0.9,1.5,6.4,14.7,,1.3,1.0,2.3,0.12,,0.6,0.0,0.5,0.6,hausesa01,2223,6.2
236,195,Jaxson Hayes,C,22,NOP,35,467,13.2,0.587,0.22,0.517,7.4,17.5,12.4,7.3,1.7,2.2,12.7,15.1,,0.5,0.6,1.1,0.109,,-2.0,0.6,-1.4,0.1,hayesja02,2223,5.5
237,196,Killian Hayes,PG,21,DET,58,1570,9.9,0.447,0.377,0.102,1.3,10.1,5.6,31.8,2.4,1.2,15.9,19.8,,-1.3,1.0,-0.3,-0.01,,-3.4,-0.4,-3.9,-0.7,hayeski01,2223,9.3
238,197,Gordon Hayward,SF,32,CHO,37,1157,13.5,0.562,0.278,0.28,2.4,12.9,7.5,17.0,1.4,0.6,13.0,19.9,,0.6,0.8,1.4,0.057,,-1.2,-0.4,-1.7,0.1,haywago01,2223,14.5
239,198,Juancho Hernangómez,PF,27,TOR,42,614,7.7,0.504,0.588,0.14,4.6,19.1,11.3,5.3,1.3,1.0,11.0,9.4,,0.1,0.5,0.6,0.05,,-3.5,0.1,-3.4,-0.2,hernaju01,2223,2.9
240,199,Willy Hernangómez,C,28,NOP,30,383,21.8,0.617,0.069,0.632,15.1,30.2,22.6,10.6,1.5,3.0,14.8,24.0,,0.8,0.6,1.4,0.181,,0.6,0.2,0.8,0.3,hernawi01,2223,7.5
241,200,Tyler Herro,SG,23,MIA,48,1699,15.5,0.557,0.479,0.167,1.5,17.8,9.3,20.5,1.2,0.9,11.5,25.9,,0.6,2.1,2.7,0.077,,1.4,-0.4,1.0,1.3,herroty01,2223,20.4
242,201,Buddy Hield,SF,30,IND,63,2017,15.1,0.613,0.662,0.121,2.9,14.0,8.5,12.7,1.7,0.8,11.5,20.9,,2.1,1.5,3.5,0.084,,2.4,-0.7,1.7,1.9,hieldbu01,2223,17.3
243,202,Haywood Highsmith,SF,26,MIA,44,853,8.6,0.521,0.532,0.126,5.9,16.6,11.0,5.0,1.9,1.8,14.9,12.2,,-0.2,1.2,1.0,0.057,,-3.7,0.9,-2.8,-0.2,highsha01,2223,4.6
244,203,George Hill,PG,36,TOT,36,678,9.9,0.575,0.561,0.348,2.1,8.0,5.1,16.9,1.4,0.4,15.1,11.1,,0.7,0.8,1.5,0.107,,-2.9,1.2,-1.7,0.0,hillge01,2223,3.5
245,203,George Hill,PG,36,MIL,35,668,9.9,0.575,0.561,0.348,2.1,8.1,5.2,17.1,1.4,0.4,15.1,11.3,,0.7,0.8,1.5,0.108,,-2.8,1.1,-1.7,0.0,hillge01,2223,3.5
246,203,George Hill,PG,36,IND,1,10,4.9,,,,0.0,0.0,0.0,0.0,4.8,0.0,,0.0,,0.0,0.0,0.0,0.046,,-6.3,2.5,-3.9,0.0,hillge01,2223,3.5
247,204,Malcolm Hill,SF,27,CHI,5,9,15.5,0.625,0.75,0.0,0.0,36.7,18.7,0.0,0.0,0.0,0.0,19.5,,0.0,0.0,0.0,0.126,,1.7,0.5,2.2,0.0,hillma01,2223,1.0
248,205,Aaron Holiday,PG,26,ATL,51,727,8.8,0.527,0.399,0.149,3.1,6.8,4.9,11.1,1.8,1.2,13.0,13.4,,0.2,0.5,0.7,0.045,,-3.1,0.7,-2.5,-0.1,holidaa01,2223,4.1
249,206,Jrue Holiday,PG,32,MIL,50,1647,19.1,0.576,0.399,0.17,3.9,12.0,8.1,33.8,1.8,0.9,14.8,25.6,,2.7,2.4,5.1,0.148,,2.8,0.2,3.1,2.1,holidjr01,2223,19.7
250,207,Justin Holiday,SG,33,TOT,31,476,7.1,0.522,0.714,0.014,0.7,5.8,3.2,7.5,0.9,2.4,9.0,13.9,,-0.1,0.3,0.2,0.02,,-2.7,-0.3,-3.1,-0.1,holidju01,2223,5.3
251,207,Justin Holiday,SG,33,ATL,28,411,6.2,0.504,0.696,0.0,0.5,5.6,3.0,7.6,0.6,2.1,8.8,14.1,,-0.1,0.2,0.1,0.007,,-3.2,-0.7,-3.8,-0.2,holidju01,2223,5.3
252,207,Justin Holiday,SG,33,DAL,3,65,12.9,0.661,0.867,0.133,1.8,7.4,4.5,6.5,3.1,4.2,11.2,12.5,,0.1,0.1,0.1,0.103,,0.0,1.9,1.9,0.1,holidju01,2223,5.3
253,208,Richaun Holmes,C,29,SAC,35,305,13.3,0.726,0.058,0.246,9.2,17.5,13.4,2.2,0.5,3.1,14.5,12.6,,0.6,0.2,0.8,0.126,,-2.0,-0.7,-2.7,-0.1,holmeri01,2223,3.2
254,209,Al Horford,C,36,BOS,48,1475,13.0,0.618,0.656,0.05,4.3,17.4,10.9,11.6,0.8,2.4,7.1,11.7,,2.5,1.8,4.3,0.139,,1.0,1.2,2.3,1.6,horfoal01,2223,10.0
255,210,Talen Horton-Tucker,SG,22,UTA,49,849,12.5,0.495,0.37,0.251,2.8,13.7,8.3,24.3,1.8,2.5,15.5,22.9,,-0.3,0.8,0.5,0.031,,-1.8,0.4,-1.4,0.1,hortota01,2223,8.5
256,211,Danuel House Jr.,SF,29,PHI,37,546,8.4,0.589,0.6,0.333,1.7,12.1,7.0,6.3,0.7,1.2,10.4,12.5,,0.3,0.5,0.8,0.069,,-2.8,-0.6,-3.4,-0.2,houseda01,2223,4.5
257,212,Caleb Houstan,SF,20,ORL,34,549,7.5,0.564,0.697,0.107,5.0,10.7,7.9,4.4,0.6,0.5,8.6,11.0,,0.4,0.3,0.7,0.062,,-2.3,-0.9,-3.2,-0.2,houstca01,2223,4.0
258,213,Trevor Hudgins,PG,23,HOU,5,28,4.2,0.436,0.889,0.333,0.0,0.0,0.0,14.2,0.0,0.0,8.8,16.7,,0.0,0.0,0.0,-0.035,,-3.8,-4.7,-8.5,0.0,hudgitr01,2223,1.8
259,214,Kevin Huerter,SG,24,SAC,58,1749,14.1,0.607,0.591,0.16,2.3,10.5,6.5,13.6,1.7,0.9,10.8,19.3,,2.1,1.3,3.4,0.093,,0.6,-0.4,0.2,1.0,huertke01,2223,15.1
260,215,De'Andre Hunter,SF,25,ATL,52,1651,12.0,0.572,0.358,0.279,2.2,12.7,7.4,6.0,0.8,0.6,8.0,19.7,,1.3,1.0,2.3,0.068,,-1.6,-1.3,-2.9,-0.4,huntede01,2223,15.6
261,216,Bones Hyland,PG,22,TOT,45,867,14.6,0.539,0.549,0.196,2.0,10.4,6.3,21.4,1.7,1.3,12.4,28.3,,0.2,0.8,1.0,0.056,,0.6,-1.5,-0.9,0.3,hylanbo01,2223,7.0
262,216,Bones Hyland,PG,22,DEN,42,820,14.6,0.54,0.555,0.189,1.5,10.5,6.1,21.7,1.7,1.4,12.5,28.4,,0.1,0.8,0.9,0.054,,0.7,-1.5,-0.7,0.3,hylanbo01,2223,7.0
263,216,Bones Hyland,PG,22,LAC,3,47,14.7,0.519,0.429,0.333,12.0,9.5,10.7,16.0,2.1,0.0,11.1,25.2,,0.0,0.0,0.1,0.086,,-1.6,-1.8,-3.4,0.0,hylanbo01,2223,7.0
264,217,Serge Ibaka,C,33,MIL,16,185,10.0,0.553,0.333,0.241,8.7,15.7,12.3,3.0,0.5,3.1,15.6,16.1,,0.0,0.3,0.3,0.067,,-4.5,0.1,-4.5,-0.1,ibakase01,2223,4.1
265,218,Andre Iguodala,SF,39,GSW,3,42,5.6,0.875,0.5,0.0,2.7,15.5,9.2,14.6,1.1,2.1,55.6,9.0,,0.0,0.0,0.0,0.011,,-5.9,0.6,-5.3,0.0,iguodan01,2223,1.5
266,219,Joe Ingles,SF,35,MIL,28,628,8.7,0.533,0.789,0.099,1.4,11.8,6.8,17.5,1.3,0.7,16.4,12.7,,0.2,0.8,1.1,0.081,,-2.8,0.9,-1.9,0.0,inglejo01,2223,6.7
267,220,Brandon Ingram,SF,25,NOP,27,882,16.9,0.564,0.23,0.309,1.5,15.9,8.7,23.5,1.0,1.3,13.8,30.7,,0.4,0.9,1.2,0.067,,0.9,-0.9,0.1,0.5,ingrabr01,2223,22.9
268,221,Kyrie Irving,PG,30,TOT,47,1736,22.1,0.605,0.423,0.219,3.3,12.2,7.9,24.9,1.4,1.8,9.2,29.4,,3.9,1.5,5.4,0.15,,4.6,-1.0,3.7,2.5,irvinky01,2223,27.5
269,221,Kyrie Irving,PG,30,BRK,40,1478,21.8,0.604,0.425,0.219,3.0,12.3,7.8,23.6,1.4,1.9,9.2,29.8,,3.1,1.3,4.3,0.141,,4.6,-1.0,3.6,2.1,irvinky01,2223,27.5
270,221,Kyrie Irving,PG,30,DAL,7,258,23.4,0.616,0.414,0.219,4.9,11.6,8.2,32.7,1.4,1.4,9.1,27.1,,0.9,0.2,1.1,0.2,,4.8,-0.7,4.0,0.4,irvinky01,2223,27.5
271,222,Jonathan Isaac,PF,25,ORL,11,124,20.6,0.483,0.283,0.17,13.8,26.5,20.2,7.4,5.5,3.1,6.6,21.2,,0.0,0.3,0.3,0.133,,1.1,2.9,4.0,0.2,isaacjo01,2223,5.0
272,223,Jaden Ivey,SG,20,DET,57,1716,12.3,0.528,0.341,0.386,3.5,11.0,7.1,24.0,1.4,0.8,16.4,24.4,,-0.4,0.7,0.3,0.008,,-1.5,-1.5,-3.0,-0.4,iveyja01,2223,15.4
273,224,Isaiah Jackson,C,21,IND,45,689,17.5,0.607,0.058,0.51,10.1,17.9,14.0,8.5,1.3,8.4,13.4,17.7,,0.9,0.9,1.8,0.125,,-1.7,1.8,0.0,0.4,jacksis01,2223,6.5
274,225,Jaren Jackson Jr.,C,23,MEM,43,1174,21.2,0.601,0.362,0.345,6.6,18.9,12.7,4.5,1.9,10.7,10.1,23.2,,1.7,2.7,4.4,0.18,,0.5,2.8,3.4,1.6,jacksja02,2223,17.1
275,226,Justin Jackson,SF,27,BOS,23,107,6.3,0.359,0.741,0.074,2.1,15.3,8.8,10.6,1.8,3.2,6.7,12.2,,-0.1,0.2,0.0,0.02,,-4.1,1.4,-2.7,0.0,jacksju01,2223,0.9
276,227,Quenton Jackson,PG,24,WAS,3,8,26.2,0.833,0.667,0.0,14.5,0.0,6.9,20.2,0.0,0.0,0.0,16.3,,0.1,0.0,0.1,0.317,,8.9,-2.1,6.7,0.0,jacksqu01,2223,1.7
277,228,Reggie Jackson,PG,32,TOT,56,1419,10.5,0.518,0.438,0.128,1.8,7.8,4.8,20.6,1.5,0.4,14.6,20.8,,-0.3,1.1,0.7,0.025,,-2.6,-1.0,-3.6,-0.6,jacksre01,2223,6.9
278,228,Reggie Jackson,PG,32,LAC,52,1338,10.5,0.523,0.43,0.129,1.9,7.8,4.9,20.2,1.4,0.3,15.1,20.8,,-0.3,1.0,0.7,0.024,,-2.6,-1.1,-3.7,-0.6,jacksre01,2223,6.9
279,228,Reggie Jackson,PG,32,DEN,4,81,10.9,0.433,0.559,0.118,1.5,7.0,4.3,27.0,2.4,1.1,7.7,20.8,,0.0,0.1,0.1,0.05,,-3.0,-0.4,-3.4,0.0,jacksre01,2223,6.9
280,229,LeBron James,PF,38,LAL,47,1695,24.4,0.583,0.306,0.278,3.7,20.5,12.4,33.5,1.2,1.3,11.0,33.2,,3.1,1.9,5.0,0.142,,5.6,0.6,6.1,3.5,jamesle01,2223,29.5
281,230,Ty Jerome,SG,25,GSW,40,734,13.6,0.613,0.356,0.167,1.1,9.0,5.1,22.4,1.3,0.6,10.2,15.2,,1.5,0.5,2.0,0.131,,-0.6,0.1,-0.5,0.3,jeromty01,2223,7.2
282,231,Isaiah Joe,SG,23,OKC,53,878,17.1,0.682,0.804,0.187,2.0,13.0,7.4,9.2,1.7,0.6,6.5,17.6,,2.3,0.8,3.1,0.172,,3.2,-0.1,3.2,1.1,joeis01,2223,9.1
283,232,Alize Johnson,PF,26,SAS,4,30,4.3,0.509,0.333,0.333,7.1,30.7,18.4,4.2,1.6,0.0,36.8,15.0,,-0.1,0.0,-0.1,-0.1,,-7.4,-1.9,-9.2,-0.1,johnsal02,2223,1.8
284,233,Cameron Johnson,PF,26,TOT,23,604,17.5,0.615,0.576,0.212,2.9,13.4,8.1,8.6,2.1,1.2,4.9,20.6,,1.2,0.7,1.9,0.149,,2.7,0.5,3.2,0.8,johnsca02,2223,17.0
285,233,Cameron Johnson,PF,26,PHO,17,429,17.6,0.629,0.572,0.191,3.5,13.5,8.4,9.0,1.7,1.3,5.1,19.6,,1.0,0.5,1.5,0.163,,3.3,0.5,3.8,0.6,johnsca02,2223,17.0
286,233,Cameron Johnson,PF,26,BRK,6,175,17.5,0.583,0.584,0.26,1.3,13.1,7.5,7.6,3.1,1.0,4.5,22.9,,0.2,0.2,0.4,0.116,,1.4,0.3,1.7,0.2,johnsca02,2223,17.0
287,234,Jalen Johnson,SF,21,ATL,57,817,13.4,0.55,0.338,0.258,5.4,23.9,14.6,8.2,1.5,2.7,9.5,15.3,,0.6,1.0,1.6,0.096,,-1.5,1.2,-0.3,0.4,johnsja05,2223,5.2
288,235,James Johnson,PF,35,IND,12,98,5.5,0.452,0.37,0.148,2.3,15.7,9.0,9.5,1.9,4.5,14.8,14.5,,-0.1,0.1,0.0,-0.003,,-7.2,1.8,-5.4,-0.1,johnsja01,2223,2.2
289,236,Keldon Johnson,SF,23,SAS,55,1799,15.3,0.552,0.37,0.302,2.7,14.0,8.1,13.1,1.0,0.5,9.6,27.7,,0.9,0.3,1.2,0.032,,0.7,-2.7,-2.0,0.0,johnske04,2223,21.6
290,237,Keon Johnson,SG,20,POR,31,314,7.0,0.465,0.452,0.156,3.0,9.9,6.5,16.2,2.2,1.1,18.2,24.5,,-0.7,0.2,-0.5,-0.076,,-5.3,-1.6,-6.9,-0.4,johnske07,2223,4.1
291,238,Stanley Johnson,SF,26,SAS,30,469,13.7,0.625,0.328,0.32,5.0,17.9,11.2,19.1,1.6,1.1,19.2,15.2,,0.5,0.2,0.7,0.076,,-0.7,-0.4,-1.1,0.1,johnsst04,2223,5.8
292,239,Nikola Jokić,C,27,DEN,55,1846,31.9,0.703,0.139,0.413,8.3,31.5,20.2,47.1,1.8,1.7,16.9,27.3,,9.4,2.9,12.3,0.319,,8.7,4.5,13.3,7.1,jokicni01,2223,24.5
293,240,Carlik Jones,PG,25,CHI,2,23,-1.7,0.222,0.2,0.8,5.0,9.6,7.3,10.5,0.0,0.0,12.9,14.8,,-0.1,0.0,-0.1,-0.153,,-10.5,-3.5,-14.0,-0.1,jonesca03,2223,1.5
294,241,Damian Jones,C,27,TOT,24,197,14.1,0.612,0.073,0.537,11.1,22.0,16.7,3.3,0.7,6.0,16.5,13.0,,0.2,0.3,0.5,0.117,,-2.6,0.8,-1.9,0.0,jonesda03,2223,5.3
295,241,Damian Jones,C,27,LAL,22,176,13.9,0.6,0.081,0.541,11.2,21.6,16.6,2.9,0.8,5.7,16.4,13.1,,0.2,0.2,0.4,0.112,,-2.7,0.5,-2.2,0.0,jonesda03,2223,5.3
296,241,Damian Jones,C,27,UTA,2,21,15.9,0.717,0.0,0.5,10.5,25.7,18.1,6.5,0.0,7.8,17.0,11.7,,0.0,0.0,0.1,0.151,,-2.2,2.8,0.6,0.0,jonesda03,2223,5.3
297,242,Derrick Jones Jr.,SF,25,CHI,48,705,13.9,0.608,0.316,0.391,7.6,11.5,9.6,5.5,1.5,4.0,8.9,13.9,,1.1,0.9,2.0,0.138,,-1.1,0.9,-0.2,0.3,jonesde02,2223,4.9
298,243,Herbert Jones,SF,24,NOP,46,1319,11.3,0.536,0.337,0.351,5.2,10.0,7.6,10.0,2.7,2.2,12.6,14.9,,0.6,1.8,2.3,0.085,,-2.6,1.7,-0.9,0.4,joneshe01,2223,9.5
299,244,Kai Jones,C,22,CHO,29,258,11.5,0.582,0.183,0.233,8.0,14.8,11.3,2.6,1.5,4.1,12.0,12.1,,0.2,0.3,0.4,0.081,,-3.6,0.1,-3.5,-0.1,joneska01,2223,2.6
300,245,Tre Jones,PG,23,SAS,52,1524,15.0,0.514,0.224,0.217,3.0,10.9,6.8,29.6,2.1,0.4,12.4,20.0,,1.3,0.6,1.8,0.058,,-0.7,-1.0,-1.8,0.1,jonestr01,2223,12.6
301,246,Tyus Jones,PG,26,MEM,60,1368,15.6,0.542,0.455,0.142,1.7,8.4,5.0,27.0,2.1,0.3,9.1,17.8,,2.2,1.7,3.9,0.138,,1.0,0.6,1.5,1.2,jonesty01,2223,10.1
302,247,DeAndre Jordan,C,34,DEN,34,498,14.2,0.732,0.01,0.427,9.8,28.5,19.5,8.1,0.8,4.0,26.9,13.6,,0.4,0.7,1.1,0.106,,-2.7,0.6,-2.0,0.0,jordade01,2223,4.8
303,248,Cory Joseph,PG,31,DET,43,686,10.1,0.495,0.457,0.207,1.6,7.6,4.5,27.9,1.3,0.8,13.5,14.6,,0.4,0.2,0.6,0.042,,-2.4,-0.9,-3.3,-0.2,josepco01,2223,5.4
304,249,Nikola Jović,PF,19,MIA,15,204,10.7,0.53,0.507,0.275,4.9,13.0,8.8,7.4,1.7,1.0,11.4,18.9,,0.0,0.3,0.3,0.061,,-3.5,0.0,-3.5,-0.1,jovicni01,2223,5.5
305,250,Johnny Juzang,SF,21,UTA,1,15,0.9,0.255,0.8,0.4,0.0,7.2,3.6,0.0,3.2,5.5,0.0,16.4,,-0.1,0.0,0.0,-0.126,,-7.1,1.9,-5.2,0.0,juzanjo01,2223,4.8
306,251,Mfiondu Kabengele,PF,25,BOS,2,14,5.6,0.5,0.5,0.0,23.9,15.5,19.7,0.0,0.0,0.0,33.3,9.4,,0.0,0.0,0.0,0.058,,-8.1,-4.7,-12.8,0.0,kabenmf01,2223,1.0
307,252,Frank Kaminsky,C,29,TOT,30,205,14.8,0.652,0.519,0.308,2.1,20.3,11.1,17.6,1.4,1.4,13.2,14.0,,0.4,0.2,0.6,0.139,,0.6,1.9,2.5,0.2,kaminfr01,2223,1.5
308,252,Frank Kaminsky,C,29,ATL,26,176,15.0,0.72,0.523,0.273,1.8,20.5,11.1,15.5,1.4,0.5,15.4,14.0,,0.4,0.2,0.6,0.151,,0.8,1.7,2.5,0.2,kaminfr01,2223,1.5
309,252,Frank Kaminsky,C,29,HOU,4,29,13.4,0.307,0.5,0.5,3.7,19.0,11.3,30.4,1.7,6.8,0.0,13.9,,0.0,0.0,0.0,0.063,,-0.4,3.0,2.6,0.0,kaminfr01,2223,1.5
310,253,Trevor Keels,SG,19,NYK,1,1,-26.7,0.0,1.0,0.0,0.0,100.0,54.1,0.0,0.0,0.0,0.0,42.9,,0.0,0.0,0.0,-0.813,,-36.2,-8.4,-44.6,0.0,keelstr01,2223,1.5
311,254,Luke Kennard,SG,26,TOT,39,815,10.5,0.626,0.639,0.103,1.0,11.2,6.1,7.4,1.1,0.4,11.0,14.6,,0.7,0.7,1.4,0.081,,-1.3,-0.1,-1.4,0.1,kennalu01,2223,7.1
312,254,Luke Kennard,SG,26,LAC,35,725,10.6,0.623,0.626,0.095,0.9,11.8,6.4,7.3,1.3,0.5,12.0,15.1,,0.5,0.6,1.1,0.073,,-1.4,0.0,-1.4,0.1,kennalu01,2223,7.1
